Fecha,Health_Care
22/09/2022,"1438,87"
23/09/2022,"1431,15"
26/09/2022,"1416,72"
27/09/2022,"1413,68"
28/09/2022,"1444,73"
29/09/2022,"1431,45"
30/09/2022,"1411,36"
03/10/2022,"1441,49"
04/10/2022,"1475,06"
05/10/2022,"1479,94"
06/10/2022,"1460,69"
07/10/2022,"1429,72"
10/10/2022,"1420,46"
11/10/2022,"1428,76"
12/10/2022,"1421,19"
13/10/2022,"1453,26"
14/10/2022,"1441,15"
17/10/2022,"1466,18"
18/10/2022,"1474,48"
19/10/2022,"1454,08"
20/10/2022,"1442,25"
21/10/2022,"1474,11"
24/10/2022,"1502,28"
25/10/2022,"1514,03"
26/10/2022,"1530,99"
27/10/2022,"1522,18"
28/10/2022,"1547,85"
31/10/2022,"1546,64"
01/11/2022,"1547,57"
02/11/2022,"1521,37"
03/11/2022,"1514,72"
04/11/2022,"1523,29"
07/11/2022,"1539,41"
08/11/2022,"1547,15"
09/11/2022,"1530,84"
10/11/2022,"1570,5"
11/11/2022,"1550,4"
14/11/2022,"1550,93"
15/11/2022,"1549,85"
16/11/2022,"1547,86"
17/11/2022,"1547,21"
18/11/2022,"1565,77"
21/11/2022,"1566,48"
22/11/2022,"1580,32"
23/11/2022,"1585,76"
25/11/2022,"1595,63"
28/11/2022,"1583,67"
29/11/2022,"1579,99"
30/11/2022,"1618,68"
01/12/2022,"1622,56"
02/12/2022,"1626,18"
05/12/2022,"1610,11"
06/12/2022,"1598,13"
07/12/2022,"1611,67"
08/12/2022,"1626,07"
09/12/2022,"1605,2"
12/12/2022,"1621,85"
13/12/2022,"1626,3"
14/12/2022,"1628,65"
15/12/2022,"1598,35"
16/12/2022,"1575,84"
19/12/2022,"1570,16"
20/12/2022,"1569,24"
21/12/2022,"1589,73"
22/12/2022,"1587,22"
23/12/2022,"1588,53"
27/12/2022,"1584,31"
28/12/2022,"1574,23"
29/12/2022,"1590,7"
30/12/2022,"1585,54"
03/01/2023,"1580,97"
04/01/2023,"1584,91"
05/01/2023,"1568,57"
06/01/2023,"1582,51"
09/01/2023,"1556,25"
10/01/2023,"1569,24"
11/01/2023,"1578,26"
12/01/2023,"1572,1"
13/01/2023,"1579,53"
17/01/2023,"1571,65"
18/01/2023,"1549,37"
19/01/2023,"1552,99"
20/01/2023,"1561,79"
23/01/2023,"1566,24"
24/01/2023,"1556,12"
25/01/2023,"1556,28"
26/01/2023,"1558,72"
27/01/2023,"1547,92"
30/01/2023,"1533,57"
31/01/2023,"1553,43"
01/02/2023,"1560,94"
02/02/2023,"1550,33"
03/02/2023,"1546,32"
06/02/2023,"1537,1"
07/02/2023,1547
08/02/2023,"1542,24"
09/02/2023,"1528,98"
10/02/2023,"1543,29"
13/02/2023,"1556,1"
14/02/2023,"1546,71"
15/02/2023,"1538,77"
16/02/2023,"1523,11"
17/02/2023,"1536,74"
21/02/2023,"1515,77"
22/02/2023,"1510,83"
23/02/2023,"1514,86"
24/02/2023,"1495,64"
27/02/2023,"1491,02"
28/02/2023,"1480,18"
01/03/2023,"1477,49"
02/03/2023,"1486,04"
03/03/2023,"1503,32"
06/03/2023,"1502,39"
07/03/2023,"1478,1"
08/03/2023,"1469,81"
09/03/2023,"1454,63"
10/03/2023,"1443,91"
13/03/2023,"1457,14"
14/03/2023,"1470,01"
15/03/2023,"1467,49"
16/03/2023,"1481,54"
17/03/2023,"1462,81"
20/03/2023,"1481,55"
21/03/2023,"1490,34"
22/03/2023,"1468,05"
23/03/2023,"1465,45"
